ntasks,algo,freq,total_time_s,task_id,work_time_s,switch_time_s,load_balancer_time_s
32,rcbincr,1,2.612252,18,1.841346,0.019881,0.71791
32,rcbincr,1,2.612252,7,1.815245,0.014003,0.750887
32,rcbincr,1,2.612252,19,1.917839,0.013852,0.651422
32,rcbincr,1,2.612252,24,1.935469,0.016781,0.628827
32,rcbincr,1,2.612252,14,1.959441,0.02277,0.598129
32,rcbincr,1,2.612252,16,1.726003,0.003391,0.85776
32,rcbincr,1,2.612252,30,2.137073,0.016141,0.428998
32,rcbincr,1,2.612252,6,1.759087,0.005628,0.820594
64,hilbert,1,1.353155,45,0.988824,0.007809,0.313901
64,hilbert,1,1.353155,31,1.010665,0.008496,0.29128
64,hilbert,1,1.353155,17,0.889091,0.005226,0.416173
64,hilbert,1,1.353155,11,0.867207,0.00363,0.439699
64,hilbert,1,1.353155,38,0.938525,0.007626,0.364467
64,hilbert,1,1.353155,49,0.988294,0.008878,0.3133
64,hilbert,1,1.353155,63,1.097855,0.009375,0.203281
64,hilbert,1,1.353155,37,0.941047,0.009818,0.359653
64,hilbert,1,1.353155,21,0.936491,0.005901,0.368106
64,hilbert,1,1.353155,27,0.968685,0.00562,0.336154
64,hilbert,1,1.353155,30,0.983983,0.005842,0.320686
64,hilbert,1,1.353155,25,0.938937,0.006283,0.365298
64,hilbert,1,1.353155,12,0.868739,0.003038,0.438739
64,hilbert,1,1.353155,28,0.960702,0.004054,0.345782
64,hilbert,1,1.353155,4,0.823572,0.006308,0.4806
64,hilbert,1,1.353155,26,0.937374,0.005903,0.367235
64,hilbert,1,1.353155,41,0.936672,0.009174,0.364668
64,hilbert,1,1.353155,57,1.036423,0.008766,0.265342
64,hilbert,1,1.353155,51,1.004488,0.008849,0.297133
64,hilbert,1,1.353155,50,0.988495,0.008926,0.313057
64,hilbert,1,1.353155,61,1.079372,0.008854,0.222194
64,hilbert,1,1.353155,56,1.010566,0.008962,0.290999
64,hilbert,1,1.353155,59,1.051734,0.01036,0.248441
64,hilbert,1,1.353155,54,1.034151,0.010915,0.265476
64,hilbert,1,1.353155,52,1.013068,0.010855,0.286595
64,hilbert,1,1.353155,53,1.031623,0.010213,0.268632
64,hilbert,1,1.353155,47,1.011033,0.009059,0.290433
64,hilbert,1,1.353155,44,0.960073,0.007695,0.342705
64,hilbert,1,1.353155,55,1.05581,0.01092,0.243774
64,hilbert,1,1.353155,1,0.795185,0.007879,0.507425
64,hilbert,1,1.353155,62,1.080509,0.011023,0.219001
64,hilbert,1,1.353155,19,0.913768,0.003522,0.393161
